,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
1192,MoEngage,Marketing,Series C,"$25,000,000",Bangalore,Customer analytics and cross-channel engagement platform,2020,,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures
1193,Classplus,Edtech,Pre series A,"$2,500,000",,It allows coaching centres to take their brick-and-mortar setup online,2020,2018,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia"
1194,Chaayos,Beverages,undisclosed,"$21,500,000",,Provides customised range of tea,2020,2012,"Nitin Saluja, Raghav Verma",Think Investment
1195,PetPooja,SaaS,undisclosed,"$2,000,000",Ahmedabad,Restaurant management software provider,2020,2011,Apurv Patel,Udaan
1196,Altor,Tech,undisclosed,Undisclosed,,Makes helmets that are IoT and AI enabled,2020,,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts
1197,Pepperfry,E-market,Series F,"$40,000,000",Mumbai,Online home furniture marketplace,2020,2013,"Ambareesh Murty, Ashish Shah",Pidilite Industries
1198,FirstCry,E-market,Series E,"$296,000,000",Pune,Baby products marketplace,2020,2010,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund
1199,Byju,Edtech,undisclosed,"$200,000,000",,Provides online learning classes,2020,2011,Byju Raveendran,General Atlantic
1200,Waycool,Agritech,Series C,"$32,000,000",Chennai,Food development and distribution services,2020,2015,Karthick Jayraman and Sanjay Dasari,LightBox Ventures
1201,WorkIndia,HR tech,undisclosed,"$6,000,000",,An online and mobile-based platform that connects companies with blue collar employees.,2020,,Kunal Patil,Xiaomi
1202,Qyuki,Media,undisclosed,"$3,500,000",Mumbai,Multi-channel broadcast network,2020,,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund
1203,Leap India,Agritech,Series B,"$30,000,000",Coimbatore,Agricultural warehousing and logistics company,2020,,Narain Karthikeyan.,Neev Fund
1204,Picxy,Media,undisclosed,"$250,000",Hyderabad,Stock photo industry,2020,,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
1205,Krimanshi,Agritech,undisclosed,"$20,000",Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020,,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet
1206,NEETprep,Edtech,undisclosed,Undisclosed,Delhi,Provides crash course for NEET preparation,2020,,Kapil Gupta,IndiaQuotient
1207,Dot Pvt. Ltd,Fintech,Seed Round,"$8,000,000",Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,,Shailaz Nag,"PayU, Fosun RZ Capital"
1208,Kuku FM,Media,Series A,"$5,500,000",Mumbai,A podcast platform,2020,,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures
1209,SuperMoney,Fintech,Pre series A,"$1,000,000",Mumbai,Provides financial tools for effective business making,2020,2018,Nikhil Banerjee,Unitus Ventures.
1210,Rebel Foods,Food tech,undisclosed,"$4,900,000",,It runs internet kitchen,2020,,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital
1211,AlphaVector,E tailor,undisclosed,Undisclosed,Bangalore,It sells modern age bicycles named FROG,2020,2015,Sachin Chopra,"Avaana Capital, Titan Capital"
1212,Fox Capital,Fintech,undisclosed,"$2,500,000",Jaipur,Digital lending startup,2020,2019,Rakesh Sharma,Institutional Investors
1213,Tribe Theory,Accomodation,undisclosed,"$3,500,000",Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020,,Katie Russel and Daniel Wiegand,Tim Draper
1214,Fleetx,SaaS,Series A,"$1,402,400",,Fleet management and predictive analytics platform,2020,,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext
1215,Embibe,Edtech,undisclosed,"$12,618,300",Mumbai,It provides AI-based data analytics to personalise learning outcomes,2020,,Aditi Avasthi,Reliance Industries Limited (RIL)
1216,Entri,Edtech,Seed Round,"$1,400,000",Kochi,It is a app that provides different types of learning content in local languages,2020,2017,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital
1217,Oye! Rickshaw,E-mobility,Series A,"$10,000,000",,App-based electric rickshaw hailing service,2020,,Akash Deep,Chiratae Ventures
1218,Seal Professional,Edtech,Pre series A,Undisclosed,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,2020,2012,,Equanimity Ventures
1219,Sprinng Foods,Food,undisclosed,Undisclosed,Mumbai,Provides Gluten-free food,2020,,Tarun Khanna,"Mistletoe, Info Edge Asia"
1220,1MG,Healthtech,undisclosed,"$9,900,000",Gurugram,Online pharmacy,2020,2015,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation
1221,Aagey,Fintech,undisclosed,Undisclosed,Bangalore,Provides financial assistance to MSMEs,2020,,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain"
1222,Doubtnut,Edtech,Series A,"$15,000,000",Gurugram,Multi-lingual digital solutions platform for students,2020,2017,"Tanushri Nagori, Aditya Shankar",Tencent
1223,AdonMo,Ad-tech,undisclosed,"$3,000,000",Bangalore,It is an online and outdoor advertising company,2020,2017,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial
1224,RACEnergy,E-mobility,Seed Round,Undisclosed,,It builds electric vehicles and supporting infrastructure,2020,2018,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures"
1225,BharatPe,Fintech,undisclosed,"$100,000,000",Delhi,Digital payments platform,2020,2018,Ashneer Grover,Coatue Management
1226,Kisan Network,Agritech,Seed Round,"$3,000,000",Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,2020,2015,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira
1227,Vogo,Automotive,Series C,"$35,000,000",Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,2016,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada
1228,Yolo,Transport,Seed Round,"$600,000",Gurugram,Intercity transportation startup,2020,2019,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed
1229,Unotech,SaaS,undisclosed,"$2,000,000",Mumbai,It develops fully-customisable open source software,2020,2011,Vikash Jha,Manish Choksi
1230,Zetwerk,Marketplace,undisclosed,"$2,200,000",Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,2020,2018,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital
1231,CureSkin,Healthtech,undisclosed,"$500,000",Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2020,2017,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures
1232,WizKlub,Edtech,Seed Funding,"$982,530",Bangalore,Helps students solve problems at complex level,2020,2018,Amit Bansal,Incubate Fund India
1233,Interviewbit,Edtech,Series A,"$200,000,000",Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,2020,2014,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)"
1234,MoneyTap,Fintech,Series B,"$70,185,200",,App-based consumer credit line that gives customers access to credit on tap.,2020,2016,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
1235,Uniplatform Tech,SaaS,undisclosed,Undisclosed,Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,2020,2015,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP"
1236,INdwealth,Fintech,Series C,"$12,000,000",Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,2020,,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners"
1237,Bizongo,Marketplace,Series C,"$30,000,000",Mumbai,A B2B marketplace for packaging materials,2020,2015,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq
1238,AppsFlyer,SaaS,Series D,"$210,000,000",Bangalore,Mobile marketing analytics and attribution platform,2020,2011,"Oren Kaniel, Reshef Mann",General Atlantic
1239,Digit Insurance,Insurtech,undisclosed,"$84,000,000",Bangalore,General Insurance Company,2020,,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital"
1240,Livspace,Interior Design,Series D,"$60,000,000",Bangalore,It offers end-to-end home design experience for homeowners and home designers,2020,2014,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment"
1241,GetVantage,Fintech,Seed Round,Undisclosed,Mumbai,Revenue based finance provider,2020,,Bhavik Vasa,"Samyakth Capital, Venture Catalysts"
1242,Konfinity,Edtech,undisclosed,Undisclosed,Noida,Provides online coding courses,2020,2018,"Navratn Singh, Kamal Pandey",Angel investors
1243,Pine Labs,Fintech,undisclosed,Undisclosed,Noida,Retail payment and hardware company,2020,,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard
1244,Instoried,SaaS,undisclosed,Undisclosed,Delhi,Augmented writing platform which improves customer interest and engagement.,2020,,Sharmin Ali,"SOSV, Chinaccelerator"
1245,Nupay,Neo-banking,undisclosed,Undisclosed,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",2020,,"Neeraj Singh, Alok Arora",Venture Catalysts
1246,LogiNext,Transport Automation,Series B,"$39,000,000",,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2020,,"Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital"
1247,Samosa Singh,Food,Series A,"$2,700,000",Bangalore,Offers hygienic Indian Snacks,2020,2016,"Shikhar Veer Singh, Nidhi Singh",She Capital
1248,Crysta,Healthtech,Pre Series A,"$1,403,400",Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,2020,2018,,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli"
1249,Eupheus Learning,Edtech,Series A,"$4,300,000",New Delhi,"Provides technology-led, subscription-based learning solutions to schools",2020,2017,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures
1250,Bounce,Automotive and Rentals,Series D,"$105,000,000",Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,2014,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
1251,Park+,Techonology,undisclosed,"$11,000,000",,It is engaged in bringing digitization in parking,2020,,Amit Lakhotia,"Sequoia Capital, Matrix Partners India"
1252,Goodmylk,Dairy,Seed Round,"$400,000",Bangalore,Provides Vegan dairy products,2020,2017,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
1253,SmartKarrot,SaaS,undisclosed,"$1,000,000",,It tracks customers’ real-time digital behaviour,2020,2019,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors
1254,Skylo,IoT,Series B,"$103,000,000",,Provides affordable and ever present network that connects machines or sensors,2020,2017,Trivedi,SoftBank Group
1255,Tea Trunk,Beverage,undisclosed,"$220,000",Goa,Global premium tea brand,2020,2013,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors
1256,Zoomcar,Transport & Rentals,Series D,"$30,000,000",Bangalore,A car rental service platform,2020,2013,"Greg Moran, David Back",Sony Innovation Fund
1257,Mera Cashier,Fintech,Seed Round,"$250,000",Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,2019,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal"
1258,Samya AI,SaaS,Seed Round,"$6,000,000",,Revenue growth AI startup in the consumer packed goods (CPG) space,2020,2019,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India
1259,Kristal AI,AI,Series A,"$6,000,000",,Provides Algorithm-based financial services,2020,2016,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures
1260,Invento Robotics,AI Robotics,Seed Round,"$281,300",,Known for Mitra Series of Robots,2020,,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund"
1261,Zimyo,HR tech,undisclosed,Undisclosed,Gurugram,Automates everyday HR processes with integrated solutions,2020,2018,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN)
1262,Sabse Sasta Dukaan,Pharmaceutical,undisclosed,Undisclosed,Kolkata,Online pharmacy dealing in medicines,2020,2016,"Anish Agarwal, Anant Jain",Angel investors
1263,Fitphilia,Healthtech,undisclosed,Undisclosed,Mumbai,Provides IoT-enabled treadmill,2020,,Nirav Patil,Angel investors
1264,Medicus,Healthtech,undisclosed,"$12,700",Mumbai,AI-based platform that explains and interprets blood tests and medical reports,2020,,"Bhavesh Shah, Manav Shah",Angel investors
1265,Monech,Fintech,Seed Round,"$12,700",Mumbai,Automated platform which will help users to take their financial decisions,2020,,,Angel investors
1266,Teach Us,Edtech,Seed Round,"$12,700",,Educational portal which enables the students to access information related to education at one common platform,2020,,,Angel investors
1267,Dealberg,B2B marketplace,undisclosed,Undisclosed,Bangalore,Deals in office supplies,2020,,Abhishek Emmanuel,Undisclosed
1268,Phenom People,HR tech,Series C,"$30,000,000",,It redefines the means to search for a job and recruit top talent,2020,2010,Mahe Bayireddi,WestBridge Capital
1269,Extra Edge,Edtech,Pre Series A,"$700,000",Pune,Admission Marketing Automation software for the education industry,2020,,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network"
1270,Capital Quotient,Fintech,undisclosed,"$600,000",Bangalore,Investment advisor,2020,2016,Sousthav Chakrabarty,Undisclosed
1271,Karfa,Ecommerce,Seed Round,"$25,000",Delhi,It sells products crafted by artisans,2020,,Kartikeya Goel,Undisclosed
1272,Gamerji,Gaming,undisclosed,"$400,000",,Esports tournament platform,2020,2019,"Soham Thacker, Varun Gajjar",La Gajjar Group
1273,Bounce,Automotive and Rentals,Series D,"$97,500,000",Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,2014,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
1274,Zinier,Automation,Series C,"$90,000,000",Bangalore,Provides intelligent field service automation,2020,2015,Arka Dhar,ICONIQ Capital
1275,ProEves,Preschool Daycare,Seed Round,"$507,000",Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2020,2016,"Divya Agarwal, Ketika Kapoor",1Crowd
1276,Toddle,,undisclosed,Undislosed,Bengaluru,Collaboration and productivity platform for teachers across the world,2020,,"Deepanshu Arora, Parita Parekh",Matrix Partners India
1277,Aesthetic Nutrition,Food diet,Pre Series A,Undisclosed,,Markets and sells chewable dietary supplements,2020,2018,Divij Bajaj,DSG Consumer Partners
1278,Capital Float,Fintech,undisclosed,"$15,000,000",Bangalore,Digital lending,2020,2013,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
1279,Ninjacart,B2B Agritech,Series C,"$10,000,000",Bangalore,Online grocery delivery platform,2020,2015,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3"
1280,TechnifyBiz,B2B Agritech,Seed Round,"$2,000,000",,Online marketplace for non-perishable food items,2020,2017,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund"
1281,Wysh,E-connect,Series A,"$2,000,000",Hyderabad,Celebrity engagement and wishing platform,2020,2019,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital
1282,Keito,AI,Seed Round,"$160,000",Pune,Enterprise productivity startup,2020,2016,Amal PS,Suma Soft Pvt Ltd
1283,Klub,Fintech,Pre seed round,"$2,000,000",,Provides growth financing to high-affinity brands,2020,2019,"Anurakt Jain, Ishita Verma",Sequoia Surge
1284,Aadhar,Ecommerce,Seed Round,Undisclosed,Mumbai,Ayurveda wellness and lifestyle consumer brand,2020,2017,,"Sprout Venture Partners, JITO Angel Network, LetsVenture"
1285,IncubateHub,Tech hub,undisclosed,Undisclosed,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,2020,,Rajiv Mukherjee,Venture Catalysts
1286,Rage Coffee,FMCG,undisclosed,Undisclosed,Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,2020,,Bharat Sethi,Refex Capital
1287,Skilancer,Technology,undisclosed,Undisclosed,Noida,Solar module cleaning system [MCS] providers,2020,,Neeraj Kumar,Venture Catalysts
1288,Harappa Education,Edtech,undisclosed,Undisclosed,New Delhi,Provides online courses on foundational skills,2020,,Pramath Raj Sinha,James Murdoch-led Lupa Systems
1289,Rheo,Entertainment,undisclosed,"$2,000,000",,Online e-sports streaming and community platform,2020,,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge"
1290,Axio Biosolutions,Medtech,Series B,"$5,200,000",Bangalore,Medical device manufacturer,2020,,Leo Mavely,Omidyar Network India
1291,Techbooze,Consultancy,Series A,"$15,000,000",,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2020,,Mr. Subhashis Kar,Space Capital
1292,PayMart,Fintech,undisclosed,Undisclosed,Chandigarh,Provides cardless cash withdrawals through small merchants shops,2020,2015,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network"
